timestamp,ea-total,context_ea-total,date (America/Bogota)
1645063200000,70.74000000000115,{},2022-02-16 21:00:00-05:00
1645059600000,73.32999999999953,{},2022-02-16 20:00:00-05:00
1645056000000,168.73999999999347,{},2022-02-16 19:00:00-05:00
1645052400000,353.5200000000029,{},2022-02-16 18:00:00-05:00
1645048800000,379.4500000000049,{},2022-02-16 17:00:00-05:00
1645045200000,396.78000000000304,{},2022-02-16 16:00:00-05:00
1645041600000,398.179999999989,{},2022-02-16 15:00:00-05:00
1645038000000,261.61000000000814,{},2022-02-16 14:00:00-05:00
1645034400000,265.1199999999963,{},2022-02-16 13:00:00-05:00
1645030800000,189.580000000001,{},2022-02-16 12:00:00-05:00
1645027200000,232.39999999999662,{},2022-02-16 11:00:00-05:00
1645023600000,104.78000000000367,{},2022-02-16 10:00:00-05:00
1645020000000,74.15000000000674,{},2022-02-16 09:00:00-05:00
1645016400000,70.42999999999574,{},2022-02-16 08:00:00-05:00
1645012800000,68.47999999999655,{},2022-02-16 07:00:00-05:00
1645009200000,66.98000000000042,{},2022-02-16 06:00:00-05:00
1645005600000,66.08999999999617,{},2022-02-16 05:00:00-05:00
1645002000000,67.20000000000329,{},2022-02-16 04:00:00-05:00
1644998400000,65.6999999999993,{},2022-02-16 03:00:00-05:00
1644994800000,66.73000000000809,{},2022-02-16 02:00:00-05:00
1644991200000,66.43999999999556,{},2022-02-16 01:00:00-05:00
1644987600000,66.14999999999867,{},2022-02-16 00:00:00-05:00
1644984000000,67.61999999999455,{},2022-02-15 23:00:00-05:00
1644980400000,65.81000000000478,{},2022-02-15 22:00:00-05:00
1644976800000,66.85000000000053,{},2022-02-15 21:00:00-05:00
1644973200000,72.67999999999967,{},2022-02-15 20:00:00-05:00
1644969600000,71.99999999999898,{},2022-02-15 19:00:00-05:00
1644966000000,77.56000000000284,{},2022-02-15 18:00:00-05:00
1644962400000,70.36999999999779,{},2022-02-15 17:00:00-05:00
1644958800000,332.63999999999686,{},2022-02-15 16:00:00-05:00
1644955200000,384.3000000000045,{},2022-02-15 15:00:00-05:00
1644951600000,372.2899999999991,{},2022-02-15 14:00:00-05:00
1644948000000,375.31000000000773,{},2022-02-15 13:00:00-05:00
1644944400000,384.6099999999938,{},2022-02-15 12:00:00-05:00
1644940800000,364.3800000000036,{},2022-02-15 11:00:00-05:00
1644937200000,247.42999999999438,{},2022-02-15 10:00:00-05:00
1644933600000,182.69999999999771,{},2022-02-15 09:00:00-05:00
1644930000000,91.10000000000679,{},2022-02-15 08:00:00-05:00
1644926400000,71.02000000000197,{},2022-02-15 07:00:00-05:00
1644922800000,68.3799999999934,{},2022-02-15 06:00:00-05:00
1644919200000,66.9400000000033,{},2022-02-15 05:00:00-05:00
1644915600000,67.57000000000471,{},2022-02-15 04:00:00-05:00
1644912000000,67.71999999999406,{},2022-02-15 03:00:00-05:00
1644908400000,67.71999999999798,{},2022-02-15 02:00:00-05:00
1644904800000,67.53999999999974,{},2022-02-15 01:00:00-05:00
1644901200000,67.60999999999893,{},2022-02-15 00:00:00-05:00
1644897600000,68.8300000000014,{},2022-02-14 23:00:00-05:00
1644894000000,66.52999999999798,{},2022-02-14 22:00:00-05:00
1644890400000,67.86999999999773,{},2022-02-14 21:00:00-05:00
1644886800000,72.09000000000663,{},2022-02-14 20:00:00-05:00
1644883200000,72.9199999999999,{},2022-02-14 19:00:00-05:00
1644879600000,73.81999999999272,{},2022-02-14 18:00:00-05:00
1644876000000,81.53000000000975,{},2022-02-14 17:00:00-05:00
1644872400000,353.8099999999942,{},2022-02-14 16:00:00-05:00
1644868800000,374.69999999999544,{},2022-02-14 15:00:00-05:00
1644865200000,385.680000000009,{},2022-02-14 14:00:00-05:00
1644861600000,377.91999999999615,{},2022-02-14 13:00:00-05:00
1644858000000,372.7499999999988,{},2022-02-14 12:00:00-05:00
1644854400000,342.2000000000023,{},2022-02-14 11:00:00-05:00
1644850800000,196.0300000000069,{},2022-02-14 10:00:00-05:00
1644847200000,190.7799999999947,{},2022-02-14 09:00:00-05:00
1644843600000,85.91000000000241,{},2022-02-14 08:00:00-05:00
1644840000000,67.57999999999822,{},2022-02-14 07:00:00-05:00
1644836400000,67.79999999999785,{},2022-02-14 06:00:00-05:00
1644832800000,58.849999999997635,{},2022-02-14 05:00:00-05:00
1644829200000,4.8700000000000045,{},2022-02-14 04:00:00-05:00
1644825600000,4.960000000004243,{},2022-02-14 03:00:00-05:00
1644822000000,4.809999999998695,{},2022-02-14 02:00:00-05:00
1644818400000,4.830000000003338,{},2022-02-14 01:00:00-05:00
1644814800000,4.7199999999995725,{},2022-02-14 00:00:00-05:00
